sku	소분	모델	옵션	정가
GU-PHCELL-C0263500ML	광전기화학·광촉매 셀	C026-3	500 mL	2275000
GU-PHCELL-C026450ML	광전기화학·광촉매 셀	C026-4	50 mL	875000
GU-PHCELL-C0264100ML	광전기화학·광촉매 셀	C026-4	100 mL	875000
GU-PHCELL-C0264150ML	광전기화학·광촉매 셀	C026-4	150 mL	962000
GU-PHCELL-C0264200ML	광전기화학·광촉매 셀	C026-4	200 mL	1260000
GU-PHCELL-C0264250ML	광전기화학·광촉매 셀	C026-4	250 mL	1750000
GU-PHCELL-C0264500ML	광전기화학·광촉매 셀	C026-4	500 mL	2450000
GU-PHCELL-C027130ML	광전기화학·광촉매 셀	C027-1	30 mL	1103000
GU-PHCELL-C027140ML	광전기화학·광촉매 셀	C027-1	40 mL	1103000
GU-PHCELL-C027150ML	광전기화학·광촉매 셀	C027-1	50 mL	1278000
GU-PHCELL-C0271100ML	광전기화학·광촉매 셀	C027-1	100 mL	1278000
GU-PHCELL-C0271150ML	광전기화학·광촉매 셀	C027-1	150 mL	1925000
GU-PHCELL-C0271200ML	광전기화학·광촉매 셀	C027-1	200 mL	2275000
GU-PHCELL-C0271250ML	광전기화학·광촉매 셀	C027-1	250 mL	2275000
GU-PHCELL-C0271500ML	광전기화학·광촉매 셀	C027-1	500 mL	4375000
GU-PHCELL-C027230ML	광전기화학·광촉매 셀	C027-2	30 mL	1225000
GU-PHCELL-C027240ML	광전기화학·광촉매 셀	C027-2	40 mL	1225000
GU-PHCELL-C027250ML	광전기화학·광촉매 셀	C027-2	50 mL	1400000
GU-PHCELL-C0272100ML	광전기화학·광촉매 셀	C027-2	100 mL	1400000
GU-PHCELL-C0272150ML	광전기화학·광촉매 셀	C027-2	150 mL	2100000
GU-PHCELL-C0272200ML	광전기화학·광촉매 셀	C027-2	200 mL	2450000
GU-PHCELL-C0272250ML	광전기화학·광촉매 셀	C027-2	250 mL	2450000
GU-PHCELL-C0272500ML	광전기화학·광촉매 셀	C027-2	500 mL	4550000
GU-PHCELL-C028PTFE25ML	광전기화학·광촉매 셀	C028	PTFE · 25 mL	980000
GU-PHCELL-C028PTFE40ML	광전기화학·광촉매 셀	C028	PTFE · 40 mL	980000
GU-PHCELL-C028PMMA25ML	광전기화학·광촉매 셀	C028	PMMA(아크릴) · 25 mL	980000
GU-PHCELL-C028PMMA40ML	광전기화학·광촉매 셀	C028	PMMA(아크릴) · 40 mL	980000
GU-PHCELL-C028PEEK25ML	광전기화학·광촉매 셀	C028	PEEK · 25 mL	2800000
GU-PHCELL-C028PEEK40ML	광전기화학·광촉매 셀	C028	PEEK · 40 mL	2800000
GU-PHCELL-K13005ML	광전기화학·광촉매 셀	K1300	5 mL	2100000
GU-PHCELL-K130010ML	광전기화학·광촉매 셀	K1300	10 mL	2100000
GU-PHCELL-K1300255ML	광전기화학·광촉매 셀	K1300-25	5 mL	2100000
GU-PHCELL-K13002510ML	광전기화학·광촉매 셀	K1300-25	10 mL	2100000
GU-PHCELL-C0305ML	광전기화학·광촉매 셀	C030	5 mL	403000
GU-PHCELL-C03025ML	광전기화학·광촉매 셀	C030	25 mL	455000
GU-PHCELL-C03040ML	광전기화학·광촉매 셀	C030	40 mL	525000
GU-PHCELL-C033150ML100ML	광전기화학·광촉매 셀	C033-1	50 mL · 100 mL	1750000
GU-PHCELL-C033250ML100ML	광전기화학·광촉매 셀	C033-2	50 mL · 100 mL	1750000
GU-PHCELL-ACC00730	광전기화학·광촉매 셀	ACC	폭기 헤드(aeration head) · 007-30	88000
GU-PHCELL-ACC00731	광전기화학·광촉매 셀	ACC	가스 입·출구 타워 · 007-31	17000
GU-PHCELL-ACC00732	광전기화학·광촉매 셀	ACC	석영 광창판(quartz window plate) · 007-32	175000
GU-PHCELL-ACC14	광전기화학·광촉매 셀	ACC	F형 가스 유입관 · 14#	140000
GU-PHCELL-ACC19	광전기화학·광촉매 셀	ACC	F형 가스 유입관 · 19#	140000
GU-PHCELL-ACC14-2	광전기화학·광촉매 셀	ACC	액봉(liquid seal) · 14#	140000
GU-PHCELL-ACC19-2	광전기화학·광촉매 셀	ACC	액봉(liquid seal) · 19#	140000
GU-PHCELL-ACCM10	광전기화학·광촉매 셀	ACC	밀봉 나사 · M10	17000
GU-PHCELL-ACCM14	광전기화학·광촉매 셀	ACC	밀봉 나사 · M14	17000
GU-PHCELL-ACC10MM	광전기화학·광촉매 셀	ACC	루긴 모세관 · Φ10 mm	88000
GU-PHCELL-ACC140MM	광전기화학·광촉매 셀	ACC	프릿(소결) 유리 염다리 · 140 mm	88000
GU-PHCELL-ACC170MM	광전기화학·광촉매 셀	ACC	프릿(소결) 유리 염다리 · 170 mm	88000
GU-PHCELL-ACC10MM-2	광전기화학·광촉매 셀	ACC	프릿 유리 염다리 엘보형 · Φ10 mm	88000
GU-PHCELL-ACC1	광전기화학·광촉매 셀	ACC	격막 체결 체인 · 사이즈 1	175000
GU-PHCELL-ACC2	광전기화학·광촉매 셀	ACC	격막 체결 체인 · 사이즈 2	210000
GU-PHCELL-ACC3	광전기화학·광촉매 셀	ACC	격막 체결 체인 · 사이즈 3	245000
GU-INSITU-C0311	in-situ 분광전기화학 셀	C031-1	PEEK 바디 · 석영 관찰창 Φ37 mm · 작업전극–창 거리 6 mm	2800000
GU-INSITU-C0312	in-situ 분광전기화학 셀	C031-2	2H 막 교체형 · 이온교환막(사용자 준비) 분리 · 기준전극 WE 동실	4025000
GU-INSITU-C0313	in-situ 분광전기화학 셀	C031-3	3H 가스확산형 · 음극실 바닥 가스 채널 · 이온교환막·GDE 사용자 	5250000
GU-INSITU-C0313S	in-situ 분광전기화학 셀	C031-3S	C031-3 업그레이드 · 가스실 사행(serpentine) 유로 · A	5250000
GU-INSITU-C031S	in-situ 분광전기화학 셀	C031-S	3실 독립(가스·작업전극·상대전극) · 사행 유로 · GDE 전용 · 사	5250000
GU-INSITU-C0314	in-situ 분광전기화학 셀	C031-4	디스크 전극형 · 표준 Φ5mm 유리탄소 디스크(금·백금·은 교체 가능)	2800000
GU-INSITU-C0316	in-situ 분광전기화학 셀	C031-6	분말 시료 직접 관찰용	700000
GU-INSITU-IFA1	in-situ 분광전기화학 셀	IFA-1	단결정 실리콘 창에 화학도금 나노 금박막 → 도전 기재 · 기준·상대전극	5250000
GU-INSITU-IFA2	in-situ 분광전기화학 셀	IFA-2	유리탄소 기재 작업전극 Φ10 mm · 마이크로미터 내장으로 전극–결정 	9275000
GU-INSITU-IFAP	in-situ 분광전기화학 셀	IFA-P	고순도 티타늄 하우징 · PTFE 챔버 20+20 mL · 사파이어 관찰	0
GU-INSITU-INFRAREDLIGHT	in-situ 분광전기화학 셀	Infraredlight	백금망 작업전극 · CaF₂ IR 창 · 용액 두께 0.5 mm · PE	2800000
GU-INSITU-가변입사각광학스테이지	in-situ 분광전기화학 셀	입사각 가변 광학 스테이지	입사각 30~80° 연속 조절 · 침투 깊이 0.4~46 µm · 측면·	5250000
GU-INSITU-결정금도금셀	in-situ 분광전기화학 셀	결정 금도금 셀	내부반사 결정 금도금용	88000
GU-INSITU-결정금도금액	in-situ 분광전기화학 셀	결정 금도금 용액	50 mL	945000
GU-INSITU-C031XRD	in-situ 분광전기화학 셀	C031-XRD	XRD 회절 측정용 in-situ 셀	2800000
GU-INSITU-XAFS1	in-situ 분광전기화학 셀	XAFS-1	Kapton 관찰창 · XAS/XAFS 측정	2800000
GU-INSITU-XAFS2	in-situ 분광전기화학 셀	XAFS-2	격막 분리 2실 구성	4025000
GU-INSITU-XAFS3	in-situ 분광전기화학 셀	XAFS-3	기체 반응 전용 챔버	1400000
GU-INSITU-XAFS4	in-situ 분광전기화학 셀	XAFS-4	광각 Kapton 창 120° · 전극 간극 최적화 · 가스확산실↔투과실	0
GU-INSITU-19008	in-situ 분광전기화학 셀	19008	SFG 분광 측정용	2800000
GU-INSITU-MSIFA	in-situ 분광전기화학 셀	MS-IFA	질량분석과 적외 분광 동시 측정	7000000
GU-INSITU-UV26001	in-situ 분광전기화학 셀	UV2600-1	자외 분광 동시 측정	2800000
GU-INSITU-UV26002	in-situ 분광전기화학 셀	UV2600-2	격막 분리 2실 구성	4025000
GU-INSITU-MSFC	in-situ 분광전기화학 셀	MS-FC	패러데이 컵 + 전자증배관 이중 검출기 · 광농도 범위 고감도 검출	7000000
GU-INSITU-INSITUX	in-situ 분광전기화학 셀	In-situ-X	복수 분광 모드 대응 다기능 셀	4025000
GU-MEACEL-MEATITI1010MM2020MM5CM	막전극(MEA) 전해셀	MEA-TI-TI	10×10 mm · 20×20 mm · 5 cm²	4025000
GU-MEACEL-MEATITI3030MM	막전극(MEA) 전해셀	MEA-TI-TI	30×30 mm	4550000
GU-MEACEL-MEATITI5050MM	막전극(MEA) 전해셀	MEA-TI-TI	50×50 mm	5775000
GU-MEACEL-MEATITI100100MM	막전극(MEA) 전해셀	MEA-TI-TI	100×100 mm	7525000
GU-MEACEL-MEAGP1010MM2020MM5CM	막전극(MEA) 전해셀	MEA-GP	10×10 mm · 20×20 mm · 5 cm²	4025000
GU-MEACEL-MEAGP3030MM5050MM	막전극(MEA) 전해셀	MEA-GP	30×30 mm · 50×50 mm	0
GU-MEACEL-MEA가시화형1010MM2020MM5CM	막전극(MEA) 전해셀	MEA-가시화형	10×10 mm · 20×20 mm · 5 cm²	4550000
GU-MEACEL-MEA가시화형3030MM5050MM	막전극(MEA) 전해셀	MEA-가시화형	30×30 mm · 50×50 mm	0
GU-MEACEL-MEATIWB5050MM	막전극(MEA) 전해셀	MEA-TI-WB	50×50 mm	5775000
GU-MEACEL-MEATIWB100100MM	막전극(MEA) 전해셀	MEA-TI-WB	100×100 mm	9800000
GU-MEACEL-MEATIWB200200MM	막전극(MEA) 전해셀	MEA-TI-WB	200×200 mm	24500000
GU-MEACEL-MEATIRM1414MM	막전극(MEA) 전해셀	MEA-TI-RM	14×14 mm	5250000
GU-MEACEL-유로교체형3030MM	막전극(MEA) 전해셀	유로 교체형	30×30 mm	4550000
GU-MEACEL-유로교체형5050MM100100MM	막전극(MEA) 전해셀	유로 교체형	50×50 mm · 100×100 mm	0
GU-MEACEL-MEATIX1010MM2020MM5CM유로판5장	막전극(MEA) 전해셀	MEA-TI-X	10×10 mm · 20×20 mm · 5 cm² · 유로판 5장	0
GU-MEACEL-ECMEA막전극전해시스템통합제어	막전극(MEA) 전해셀	EC-MEA	막전극 전해 시스템 통합 제어	16450000
GU-MEACEL-EC20001가오스유니온전해액순환	막전극(MEA) 전해셀	EC200-01	가오스유니온 · 전해액 순환	1925000
GU-MEACEL-FUMAFAA350FUMATECH독일	막전극(MEA) 전해셀	Fuma-FAA-3-50	Fumatech(독일)	472000
GU-MEACEL-117100100DUPONT미국NAFION117	막전극(MEA) 전해셀	117-100×100	DuPont(미국) Nafion 117 · 100×100 mm	350000
GU-MEACEL-3M미국8MM30M	막전극(MEA) 전해셀	Kapton 테이프 (3M)	3M(미국) · 8 mm × 30 m	210000
GU-MEACEL-SGL22BBSGL독일100100MM10장박스	막전극(MEA) 전해셀	SGL 22BB	SGL(독일) · 100×100 mm · 10장/박스	595000
GU-MEACEL-가오스유니온5MM50MM	막전극(MEA) 전해셀	구리 도전 테이프	가오스유니온 · 5 mm × 50 mm	25000
GU-MEACEL-YL1가오스유니온	막전극(MEA) 전해셀	YL-1	가오스유니온	525000
GU-MEACEL-3M미국3MM5MM	막전극(MEA) 전해셀	PTFE 튜브 Φ3 mm	3M(미국) · Φ3 mm × 5 mm	175000
GU-MEACEL-가오스유니온	막전극(MEA) 전해셀	전해셀 가습기	가오스유니온	542000
GU-MEACEL-EC20002가오스유니온	막전극(MEA) 전해셀	EC200-02	가오스유니온	1295000
GU-MEACEL-EC20003가오스유니온최대100정밀도01	막전극(MEA) 전해셀	EC200-03	가오스유니온 · 최대 100℃ · 정밀도 0.1℃	1645000
GU-MEACEL-SEVENSTARHUACHUANG중국	막전극(MEA) 전해셀	질량유량계(MFC)	Sevenstar Huachuang(중국)	3850000
GU-GDCELL-101014단실구성기본형	가스확산 전해셀	101014	단실 구성 · 기본형	2800000
GU-GDCELL-CP10CP20PMMA단실챔버1010또는2020	가스확산 전해셀	CP10/CP20	PMMA · 단실 · 챔버 10×10 또는 20×20 mm	753000
GU-GDCELL-CP10CP20PTFE단실챔버1010또는2020	가스확산 전해셀	CP10/CP20	PTFE · 단실 · 챔버 10×10 또는 20×20 mm	753000
GU-GDCELL-CP10CP20PEEK단실챔버1010또는2020	가스확산 전해셀	CP10/CP20	PEEK · 단실 · 챔버 10×10 또는 20×20 mm	1453000
GU-GDCELL-101016관찰창없음	가스확산 전해셀	101016	관찰창 없음	2800000
GU-GDCELL-1010171관찰창있음양음극간격7MM미만	가스확산 전해셀	101017-1	관찰창 있음 · 양·음극 간격 7 mm 미만	3500000
GU-GDCELL-10101712관찰창있음양음극간격3MM미만	가스확산 전해셀	101017-1.2	관찰창 있음 · 양·음극 간격 3 mm 미만	4025000
GU-GDCELL-101018양음극간격12MM	가스확산 전해셀	101018	양·음극 간격 1.2 mm	5250000
GU-GDCELL-101019양음극간격04MM	가스확산 전해셀	101019	양·음극 간격 0.4 mm	4725000
GU-GDCELL-101015전해액순환수분관리	가스확산 전해셀	101015	전해액 순환·수분 관리	1050000
GU-GDCELL-PK1038	가스확산 전해셀	PK-1038	PEEK축 Ag/AgCl 기준전극	333000
GU-GDCELL-HG1038	가스확산 전해셀	Hg-1038	PEEK축 Hg/HgO 기준전극	333000
GU-GDCELL-153502153502MM	가스확산 전해셀	15×35×0.2	15×35×0.2 mm	1190000
GU-GDCELL-EC20001가오스유니온	가스확산 전해셀	EC200-01	가오스유니온	1925000
GU-GDCELL-FUMAFAA350FUMATECH독일	가스확산 전해셀	Fuma-FAA-3-50	Fumatech(독일)	472000
GU-GDCELL-소수성카본페이퍼100100MM10장박스	가스확산 전해셀	소수성 카본페이퍼	100×100 mm · 10장/박스	595000
GU-GDCELL-산화이리듐코팅메시전극100100MM티타늄기재IR	가스확산 전해셀	산화이리듐 코팅 메시 전극	100×100 mm · 티타늄 기재 · Ir 담지 0.2 mg/cm²	700000
GU-GDCELL-CP1038	가스확산 전해셀	CP-1038	염다리	175000
GU-GDCELL-구리도전테이프5MM50MM	가스확산 전해셀	구리 도전 테이프	5 mm × 50 mm	25000
GU-GDCELL-YL1	가스확산 전해셀	YL-1	액체 플로우 셀	525000
GU-GDCELL-PTFE튜빙3MM5MM	가스확산 전해셀	PTFE 튜빙 Φ3 mm	Φ3 mm × 5 mm	175000
GU-GDCELL-유량안정화저장조30ML	가스확산 전해셀	유량 안정화 저장조	30 mL	403000
GU-GDCELL-EC20002전단력구조내장	가스확산 전해셀	EC200-02	전단력 구조 내장 · 140~170 mL/min · 사용압력 90 kPa	1295000
GU-GDCELL-질량유량계MFC	가스확산 전해셀	질량유량계(MFC)	질량유량계(MFC)	3850000
GU-GDCELL-QG2012020MM	가스확산 전해셀	QG-20-1	20×20 mm	3675000
GU-GDCELL-QG2022020MM기준전극장착	가스확산 전해셀	QG-20-2	20×20 mm · 기준전극 장착	4025000
GU-GDCELL-QG2032020MM	가스확산 전해셀	QG-20-3	20×20 mm	4025000
GU-GDCELL-QG2042020MM	가스확산 전해셀	QG-20-4	20×20 mm	4550000
GU-GDCELL-MTR41	가스확산 전해셀	MTR-4-1	단실 가스확산 전해셀	2800000
GU-GDCELL-MTR42	가스확산 전해셀	MTR-4-2	이중실 가스확산 전해셀	3325000
GU-GDCELL-MTRQW백금선05230MM상대전극포함	가스확산 전해셀	MTR-QW	백금선 0.5×230 mm 상대전극 포함	2625000
GU-GDCELL-MTRFCQW반응셀본체	가스확산 전해셀	MTR-FC-QW	반응 셀 본체	5250000
GU-GDCELL-MTRFCQWMTRFCQW부속	가스확산 전해셀	MTR-FC-QW	MTR-FC-QW 부속	175000
GU-HPCELL-P001150ML100ML밸브SUS304	고압 전기화학 셀·계측 장비	P001-1	50 mL · 100 mL · 밸브 SUS304	28000000
GU-HPCELL-P001250ML100ML관찰창포함	고압 전기화학 셀·계측 장비	P001-2	50 mL · 100 mL · 관찰창 포함	30625000
GU-HPCELL-P0011010ML	고압 전기화학 셀·계측 장비	P001-10	10 mL	32375000
GU-HPCELL-P00212020ML밸브SUS304	고압 전기화학 셀·계측 장비	P002-1	20+20 mL · 밸브 SUS304	10325000
GU-HPCELL-P00222020ML	고압 전기화학 셀·계측 장비	P002-2	20+20 mL	11550000
GU-HPCELL-P00315050ML	고압 전기화학 셀·계측 장비	P003-1	50+50 mL	21000000
GU-HPCELL-P0031100100ML	고압 전기화학 셀·계측 장비	P003-1	100+100 mL	22750000
GU-HPCELL-P00325050ML	고압 전기화학 셀·계측 장비	P003-2	50+50 mL	22750000
GU-HPCELL-P0032100100ML	고압 전기화학 셀·계측 장비	P003-2	100+100 mL	24500000
GU-HPCELL-PFC11010MM양음극공용유로소비전력200W4	고압 전기화학 셀·계측 장비	PFC-1	10×10 mm · 양·음극 공용 유로 · 소비전력 200 W · 420	73500000
GU-HPCELL-PFC21010MM양음극독립유로	고압 전기화학 셀·계측 장비	PFC-2	10×10 mm · 양·음극 독립 유로	108500000
GU-HPCELL-P0041단층50ML	고압 전기화학 셀·계측 장비	P004-1	단층 50 mL	3500000
GU-HPCELL-P0041이중층50ML	고압 전기화학 셀·계측 장비	P004-1	이중층 50 mL	7525000
GU-HPCELL-2구마그네틱스터러전해셀2대동시교반	고압 전기화학 셀·계측 장비	GU-2 2구 마그네틱 스터러	전해셀 2대 동시 교반	1645000
GU-HPCELL-연동펌프전해액순환	고압 전기화학 셀·계측 장비	EC200-01 연동 펌프	전해액 순환	1925000
GU-HPCELL-기액혼합펌프전단력구조	고압 전기화학 셀·계측 장비	EC200-02 기액 혼합 펌프	전단력 구조	1295000
GU-HPCELL-고압정량펌프고압조건정량이송	고압 전기화학 셀·계측 장비	HP300-01 고압 정량 펌프	고압 조건 정량 이송	4200000
GU-HPCELL-막전극가열온도컨트롤러최대100정밀도01	고압 전기화학 셀·계측 장비	EC200-301 막전극 가열 온도 컨트롤러	단채널 EC200-301 · 최대 100℃ · 정밀도 0.1℃	1663000
GU-HPCELL-질량유량계MFC최대사용압력3MPA표기모델	고압 전기화학 셀·계측 장비	질량유량계(MFC)	최대 사용압력 3 MPa 표기 모델	3850000
GU-HPCELL-회전원판링원판전극RDERRDE어셈블리샤프트불활성	고압 전기화학 셀·계측 장비	ECR-6100C 회전원판·링원판 전극 장치	샤프트 불활성 가스 퍼지 기구 · USB·RS-232C 제어	43750000
GU-HPCELL-ECSTAT302C13V30MA전류5레인지오토C	고압 전기화학 셀·계측 장비	ECstat-302C	±13 V / ±30 mA · 전류 5레인지+오토 · CV·LSV·CA·	43750000
GU-HPCELL-ECBOOST400213V300MA전류6레인지제	고압 전기화학 셀·계측 장비	ECboost-4002	±13 V / ±300 mA · 전류 6레인지 (제품코드 21064)	0
GU-HPCELL-INSITU미분전기화학질량분석기DEMS전기화학질	고압 전기화학 셀·계측 장비	PM-DEMS 미분 전기화학 질량분석기	전기화학 질량분석기 전용 반응 셀 대응	0
GU-SPCELL-C0315전지모사INSITU관찰	리튬전지 in-situ·특수 기능 셀	C031-5	코인셀 모사 · 리튬 포일 단면 관찰 · 고순도 티타늄 기판 · 사파이어	1750000
GU-SPCELL-C03151사파이어광학창투과율95이상	리튬전지 in-situ·특수 기능 셀	C031-5-1	C031-5 + 기준전극 추가 · 그 외 사양 동일(티타늄 기판 · 사파	1750000
GU-SPCELL-B004카탈로그표기FLOW카탈로그25페이지	리튬전지 in-situ·특수 기능 셀	B004 (카탈로그 표기)	전고체 전지 가압 시험 픽스처 = 배터리 카탈로그 PB001과 동일 제품	0
GU-SPCELL-BIFA광학스테이지BIFA전용	리튬전지 in-situ·특수 기능 셀	B-IFA 광학 스테이지	B-IFA 전용	0
GU-SPCELL-B0013FLOW카탈로그58페이지	리튬전지 in-situ·특수 기능 셀	B001-3	Flow 카탈로그 58페이지	1925000
GU-SPCELL-B0014FLOW카탈로그58페이지	리튬전지 in-situ·특수 기능 셀	B001-4	Flow 카탈로그 58페이지	1925000
GU-SPCELL-C0341	리튬전지 in-situ·특수 기능 셀	C034-1	막 전도도 측정 셀	3412000
GU-SPCELL-C0342	리튬전지 in-situ·특수 기능 셀	C034-2	막 전도도 측정 셀	3412000
GU-SPCELL-DQ15050MM	리튬전지 in-situ·특수 기능 셀	DQ-1	50×50 mm	1662000
GU-SPCELL-DQ25050MM	리튬전지 in-situ·특수 기능 셀	DQ-2	50×50 mm	2275000
GU-SPCELL-전기화학발광ECL전해셀	리튬전지 in-situ·특수 기능 셀	C014PK-ECL	전기화학발광(ECL) 전해셀	980000
