cat,name,model,url,imgs,nkv,cov,spec,ids
프레스,60T Electric Isostatic Pressure Pellet Press,HDP-60J,http://www.henchld.com/en/60T-Electric-Isostatic-Pressure-Pellet-Press-PG4265025,6,24,1.0,"{""Instrument model"": ""HDP-60J"", ""Pressure range"": ""1.0-60.0T"", ""Cylinder diameter"": ""Φ150mm"", ""Cylinder stroke"": ""≤50mm"", ""Chamber size"": ""50x150mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Ambient temperature"": ""9°C-42°C"", ""Maximum pressure"": ""<300Mpa(500Mpa can be customized)"", ""Pressure die"": ""electric PCB program buffer pressure/automatic precise pressure, manual pressure relief"", ""Pressure holding time"": ""unlimited time (N seconds)"", ""Display die"": ""4.5-inch LCD touch screen/English interface can be set"", ""Setting method"": ""Touch directly modify the set value (convenient and fast)"", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Number of columns"": ""4"", ""Pressure stability"": ""≤1Mpa/10min"", ""Overall structure"": ""forging process, integrated structure (equipped with No. 68 wear-resistant hydraulic oil) as a whole into a formal structure, no pressure and no oil leakage."", ""Equipment safety"": ""program pressure mechanical failure error emergency stop function, side opening 5mm high strength plexiglass protective door, translation latch door safe and convenient."", ""Passive safety"": ""leakage protection + emergency stop switch + plexiglass shield"", ""Table diameter"": ""168mm"", ""Dimensions"": ""405x470x725mm"", ""Weight"": ""205Kg"", ""Equipment power"": ""400W"", ""Power supply"": ""220V(50Hz/60Hz) 110V can be customized"", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber die.""}",20241119090633230DE3F502EEDB11 20240830092025D6F8A89BC79E91CD 2024083009202557268E063779AD4C 202408300920255ADB3D03C5DC3751 2024083009202678AE00688DF75578 202408300920266A9BED3F6D096638
프레스,12T Manual Isostatic Pressure Pellet Press,YP-12J/ S,http://www.henchld.com/en/12T-Manual-Isostatic-Pressure-Pellet-Press-PG4265018,6,17,1.0,"{""Instrument model"": ""YP-12J/ S"", ""Pressure range"": ""0-12T/17.5Mpa"", ""Pressure conversion"": ""1Mpa=0.75t"", ""Piston diameter"": ""Φ95mm"", ""Piston stroke"": ""≤30mm"", ""Chamber size"": ""22x70mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Maximum pressure"": ""<300Mpa(500Mpa can be customized)"", ""Pressure gauge"": ""Pointer (dual scale display)/ optional digital display ("", ""accuracy"": ""0.01Mpa)"", ""Equipment protection"": ""Side opening 5mm high strength plexiglass protective door, translation latch latch safe and convenient"", ""Pressure mode"": ""manual pressure/manual slow pressure"", ""Ambient temperature"": ""9°C-42°C"", ""Pressure relief die"": ""Manual pressure relief"", ""Dimensions"": ""305x195x535mm"", ""Weight"": ""92Kg"", ""Configuration description"": ""Optional digital display table, also can be customized according to customer size isostatic press or rubber die.""}",20241119091121181C7B3A0FF26C50 20240830093946331B0E231B40D13E 202408300939464731E922E36B4369 202408300939465566CDAEEC5FAB67 20240830093946DA188EAA70AA26EA 20240830093947055CCE2D7898C68C
프레스,20T Manual Isostatic Pressure Pellet Press,YP-20J/ S,http://www.henchld.com/en/20T-Manual-Isostatic-Pressure-Pellet-Press-PG4265019,6,17,1.0,"{""Instrument model"": ""YP-20J/ S"", ""Pressure range"": ""0-20T/21.4Mpa"", ""Pressure conversion"": ""1Mpa=0.98t"", ""Piston diameter"": ""Φ110mm"", ""Piston stroke"": ""≤30mm"", ""Chamber size"": ""30x150mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Maximum pressure"": ""<300Mpa(500Mpa can be customized)"", ""Pressure gauge"": ""Pointer (dual scale display)/ optional digital display ("", ""accuracy"": ""0.01Mpa)"", ""Equipment protection"": ""Side opening 5mm high strength plexiglass protective door, translation latch latch safe and convenient"", ""Pressure mode"": ""manual pressure/manual slow pressure"", ""Ambient temperature"": ""9°C-42°C"", ""Pressure relief die"": ""Manual pressure relief"", ""Dimensions"": ""305x195x605mm"", ""Weight"": ""105Kg"", ""Configuration description"": ""Optional digital display table, also can be customized according to customer size isostatic press or rubber die.""}",20241119091023E44D2F4D1B81A855 20240830093628CA8379EF90064D87 202408300936283FCD50939899A632 202408300936299B3280161788D564 20240830093629D2E61339249ED10F 2024083009362983715045846AA07D
프레스,150T Electric Isostatic Pressure Pellet Press,HAP-150FJ,http://www.henchld.com/en/150T-Electric-Isostatic-Pressure-Pellet-Press-PG4265027,6,26,1.0,"{""Instrument model"": ""HAP-150FJ"", ""Pressure range"": ""5-150T"", ""Cylinder diameter"": ""250mm"", ""Cylinder stroke"": ""≤50mmCavity"", ""size"": ""Φ80x150mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Ambient temperature"": ""9°C-42°C"", ""Maximum pressure"": ""≤300Mpa(500Mpa can be customized)"", ""Pressure die"": ""motor drive pressure"", ""Pressure process"": ""band pressure - automatic precise pressure replenishment - band pressure retention - timed pressure relief"", ""Number of pressurized sections"": ""5 sections pressurized Optional Settings/Optional 15 sections pressurized"", ""Pressure holding time"": ""Unlimited time (N seconds) Different pressure holding time can be set for each period"", ""Display die"": ""7-inch touch LCD screen/English interface can be switched"", ""Setting method"": ""Touch directly modify the set value (convenient and fastDie"", ""pressure conversion"": ""The program automatically converts/and directly displays the pressure of the sample (Mpa)"", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Active safety"": ""program pressure mechanical fault report emergency stop function, whenthe system pressure is detected the safety pressure of the touch screen machine automatic pressure relief"", ""Passive safety"": ""leakage protection + emergency stop switch + steel plate protection + Plexiglass protection"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Intelligent operation"": ""computer connection for remote operation (optional)/ Can be customized according to customer needs"", ""Device power"": ""700W"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110VMain machine"", ""dimensions"": ""420x600x1055mm"", ""Size"": ""500x350x480mm"", ""Weight"": ""685kg"", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber die.""}",202411190905289B9E1ADF89477825 20240830091351F30FA9BDA165D42B 20240830091351787B52E185E01A9B 2024083009135153C139638499AF7A 202408300913512E5D1FBA26C32A43 202408300913522953A1BC348E01F7
프레스,100T Electric Isostatic Pressure Pellet Press,HAP-100FJ,http://www.henchld.com/en/100T-Electric-Isostatic-Pressure-Pellet-Press-PG4265026,6,26,1.0,"{""Instrument model"": ""HAP-100FJ"", ""Pressure range"": ""3-100T"", ""Cylinder diameter"": ""200mm"", ""Cylinder stroke"": ""≤50mmCavity"", ""size"": ""Φ60x150mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Ambient temperature"": ""9°C-42°C"", ""Maximum pressure"": ""≤300Mpa(500Mpa can be customized)"", ""Pressure die"": ""motor drive pressure"", ""Pressure process"": ""band pressure - automatic precise pressure replenishment - band pressure retention - timed pressure relief"", ""Number of pressurized sections"": ""5 sections pressurized Optional Settings/Optional 15 sections pressurized"", ""Pressure holding time"": ""Unlimited time (N seconds) Different pressure holding time can be set for each period"", ""Display die"": ""7-inch touch LCD screen/English interface can be switched"", ""Setting method"": ""Touch directly modify the set value (convenient and fastMold"", ""pressure conversion"": ""The program automatically converts/and directly displays the pressure of the sample (Mpa)."", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Active safety"": ""program pressure mechanical fault report emergency stop function, whenthe system pressure is detected the safety pressure of the touch screen machine automatic pressure relief"", ""Passive safety"": ""leakage protection + emergency stop switch + steel plate protection + Plexiglass protection"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Intelligent operation"": ""computer connection for remote operation (optional)/ Can be customized according to customer needs."", ""Device power"": ""700W"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110VMain machine"", ""dimensions"": ""380x520x935mm"", ""Size"": ""500x350x480mm"", ""Weight"": ""585kg"", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber die.""}",202411190905538D9960AAC37D74A9 20240830091641ED8C9051548DC92B 20240830091641C4E54BCB629B25B3 20240830091641AF175560CAD9AE14 20240830091641F5284DA36FA3CC9F 20240830091641C52512D0241C17A8
프레스,Button Battery Sealing Machine,YP-2N,http://www.henchld.com/en/Button-Battery-Sealing-Machine-PG4265031,5,14,1.0,"{""Instrument model"": ""YP-2N"", ""Pressure gauge"": ""display: Pointer table, pressure pressure dual display"", ""Pressure range"": ""0-2T(24.37Mpa)"", ""Piston diameter"": ""Φ45mm"", ""Sealing die"": ""Standard CR20 series sealing mold (optional CR16, CR24, CR30)"", ""Sealing pressure"": ""0.8~1.2T"", ""Disconnecting die"": ""Standard CR20 series sealing die (optional CR16, CR24, CR30)"", ""Opening pressure"": ""≤0.4T"", ""Overall structure"": ""manual hydraulic system, forging process, integrated structure (equipped with No. 68 wear-resistant hydraulic oil)"", ""Number of columns"": ""2"", ""Pressure stability"": ""≤1Mpa/10minOverall"", ""dimensions"": ""225x155x320mm"", ""Weight"": ""28Kg"", ""Configuration instructions"": ""When the diameter of the seal is ≤ 13, the filling cell on the inner side is >0.2-0.3mm than the space inside the shell.""}",20240830084607524A5D834AB93B51 2024083008460730787502A3FBBBDD 20240830084607D3560535F162E49F 20240830084608B4CE31872A850017 20240830084608542EBF948D931EB7
프레스,20T Automatic Isostatic Pressure Pellet Press,HAP-20J,http://www.henchld.com/en/20T-Automatic-Isostatic-Pressure-Pellet-Press-PG4265028,6,27,1.0,"{""Instrument model"": ""HAP-20J"", ""Pressure range"": ""0.2-20T"", ""Cylinder diameter"": ""Φ95mm"", ""Cylinder stroke"": ""≤30mmCavity"", ""size"": ""Φ22x70mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Overall structure"": ""forging process, integrated (equipped with No. 68 wear-resistant hydraulic oil) upper plate rocker arm structure, easy to operate"", ""Maximum pressure"": ""<300Mpa(500Mpa can be customized)"", ""Pressure die"": ""motor drive pressure"", ""Pressure process"": ""program automatic pressure - automatic pressure - timing"", ""pressure"": ""- automatic pressure relief"", ""Number of pressurized sections"": ""5 sections pressurized Optional Settings/Optional 15 sections pressurized"", ""Pressure holding time"": ""Unlimited time (N seconds) Different pressure holding time can be set for each period"", ""Display die"": ""7-inch touch LCD screen/English interface can be switched"", ""Setting method"": ""Touch directly modify the set value (convenient and fast)Die"", ""pressure conversion"": ""The program automatically converts/and directly displays the pressure of the sample (Mpa)"", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Equipment protection"": ""10mm high-strength aluminum oxide plate +6mm plexiglass protective door"", ""Active safety"": ""program pressure mechanical fault emergency stop function, the actual pressureexceeds the maximum pressure of the machine automatically start the pressure relief program"", ""Passive safety"": ""leakage protection + emergency stop switch + steel plate protection + Plexiglass protection"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Intelligent operation"": ""computer connection for remote operation (optional)/ Can be customized according to customer needs."", ""Equipment power"": ""400W"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Size"": ""240x390x565mm"", ""Weight"": ""111kg"", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber die.""}",202411190904471E48BB61B4AC2A2F 202408300909466A218DFE1DBB2747 20240830090946B6C304E44AD46E20 20240830090946B5AFCE64106D9D1E 20240830090946F429C017AFA4B1FF 202408300909474745FC73350A9F34
프레스,Digital Button Battery Sealing Machine,YP-2NS,http://www.henchld.com/en/Digital-Button-Battery-Sealing-Machine-PG4265032,6,14,1.0,"{""Instrument model"": ""YP-2NS"", ""Pressure gauge"": ""display: digital display, accuracy 0.01T, can be switched Mpa"", ""Pressure range"": ""0-2T(24.37Mpa)"", ""Piston diameter"": ""Φ45mm"", ""Sealing die"": ""Standard CR20 series sealing mold (optional CR16, CR24, CR30)"", ""Sealing pressure"": ""0.8~1.2T"", ""Disconnecting die"": ""Standard CR20 series sealing mold (optional CR16, CR24, CR30)"", ""Opening pressure"": ""≤0.4T"", ""Overall structure"": ""manual hydraulic system, forging process, integrated structure (equipped with No. 68 wear-resistant hydraulic oil)"", ""Number of columns"": ""2"", ""Pressure stability"": ""≤1Mpa/10minOverall"", ""dimensions"": ""225x155x320mm"", ""Weight"": ""28Kg"", ""Configuration instructions"": ""When the diameter of the seal is ≤ 13, the filling cell on the inner side is >0.2-0.3mm than the space inside the shell.""}",20240830083834C1F24802FD07B297 202408300838349B6A6C8D8F18CE3D 2024083008383424CEAF7CFF8A3DFB 202408300838358726CDF1ACE567EB 20240830083835F7BE81419682C7C6 20240830083835A2EBA9DBF7279D94
프레스,60T Automatic Isostatic Pressure Pellet Press,HAP-60J,http://www.henchld.com/en/60T-Automatic-Isostatic-Pressure-Pellet-Press-PG4265030,6,27,1.0,"{""Instrument model"": ""HAP-60J"", ""Pressure range"": ""0.5-60T"", ""Cylinder diameter"": ""Φ150mm"", ""Cylinder stroke"": ""≤50mmCavity"", ""size"": ""Φ50x150mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Overall structure"": ""forging process, integrated (equipped with No. 68 wear-resistant hydraulic oil) upper plate rocker arm structure, easy to operate"", ""Maximum pressure"": ""<300Mpa(500Mpa can be customized)"", ""Pressure die"": ""motor drive pressure"", ""Pressure process"": ""program automatic pressure - automatic pressure - timing"", ""pressure"": ""- automatic pressure relief"", ""Number of pressurized sections"": ""5 sections pressurized Optional Settings/Optional 15 sections pressurized"", ""Pressure holding time"": ""Unlimited time (N seconds) Different pressure holding time can be set for each period"", ""Display die"": ""7-inch touch LCD screen/English interface can be switched"", ""Setting method"": ""Touch directly modify the set value (convenient and fast)Die"", ""pressure conversion"": ""The program automatically converts/and directly displays the pressure of the sample (Mpa)"", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Equipment protection"": ""10mm high-strength aluminum oxide plate +6mm plexiglass protective door"", ""Active safety"": ""program pressure mechanical fault emergency stop function, the actual pressureexceeds the maximum pressure of the machine automatically start the pressure relief program"", ""Passive safety"": ""leakage protection + emergency stop switch + steel plate protection + Plexiglass protection"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Intelligent operation"": ""computer connection for remote operation (optional)/ Can be customized according to customer needs."", ""Equipment power"": ""400W"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Size"": ""300x500x685mm"", ""Weight"": ""241kg"", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber die.""}",20241119090358189AF11D0694929F 20240830090632AA5F036D9B123E23 202408300906322ECE12783FF9BE63 202408300906320C6AC21D98CA48B9 2024083009063396E77757CC07A35D 20240830090633805E0FB64CE1BD4B
프레스,40T Automatic Isostatic Pressure Pellet Press,HAP-40J,http://www.henchld.com/en/40T-Automatic-Isostatic-Pressure-Pellet-Press-PG4265029,6,27,1.0,"{""Instrument model"": ""HAP-40J"", ""Pressure range"": ""0.4-40T"", ""Cylinder diameter"": ""Φ130mm"", ""Cylinder stroke"": ""≤50mmCavity"", ""size"": ""280x460x665mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Overall structure"": ""forging process, integrated (equipped with No. 68 wear-resistant hydraulic oil) upper plate rocker arm structure, easy to operate"", ""Maximum pressure"": ""<300Mpa(500Mpa can be customized)"", ""Pressure mode"": ""motor drive pressure"", ""Pressure process"": ""program automatic pressure - automatic pressure - timing"", ""pressure"": ""- automatic pressure relief"", ""Number of pressurized sections"": ""5 sections pressurized Optional Settings/Optional 15 sections pressurized"", ""Pressure holding time"": ""Unlimited time (N seconds) Different pressure holding time can be set for each period"", ""Display mode"": ""7-inch touch LCD screen/English interface can be switched"", ""Setting method"": ""Touch directly modify the set value (convenient and fast)Mold"", ""pressure conversion"": ""The program automatically converts/and directly displays the pressure of the sample (Mpa)"", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Equipment protection"": ""10mm high-strength aluminum oxide plate +6mm plexiglass protective door"", ""Active safety"": ""program pressure mechanical fault emergency stop function, the actual pressureexceeds the maximum pressure of the machine automatically start the pressure relief program"", ""Passive safety"": ""leakage protection + emergency stop switch + steel plate protection + Plexiglass protection"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Intelligent operation"": ""computer connection for remote operation (optional)/ Can be customized according to customer needs"", ""Equipment power"": ""400W"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110VDevice"", ""Equipment weight"": ""181kg"", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber mold""}",202411190904242E09E7CB64B7CD0E 2024083009081977F6BB20718FE816 20240830090819B06493ECF31F1223 202408300908205D21C8B43B1F7410 20240830090820D3672B461278A84F 2024083009082080631A9CFF3D40BB
프레스,500°C Hot Pellet Press,YPH-800CG,http://www.henchld.com/en/500-C-Hot-Pellet-Press-PG4265036,6,25,0.992,"{""Instrument model"": ""YPH-800CG"", ""Pressure limit"": ""0-24T"", ""Piston diameter"": ""95mm"", ""Cylinder stroke"": ""30mm"", ""Intelligent temperature controller temperature range"": ""room temperature -800°CIntelligent temperature controller temperature"", ""control mode"": ""5 adjustable continuous"", ""temperature"": ""control - automatic temperature rise - automatic insulation - natural cooling"", ""Heating range"": ""500°C"", ""Die size"": ""100x100mm"", ""Effective space"": ""80x140mm"", ""Pressure and temperature control accuracy"": ""0.1T/0.1°C(can be customized to set the accuracy)"", ""Pressure holding time"": ""unlimited time (manual pressure relief)"", ""Display die"": ""7-inch LCD touch screen/English interface can be switchedDie"", ""pressure conversion"": ""PCB control program automatically conversion display sample pressure (Mpa)"", ""Heating plate type"": ""four-column positioning insulation design, upper and lower plate heating upper plate screw suspension design/electroplated polishing panel"", ""Heating core material"": ""Copper heating core"", ""Heat insulation method"": ""imported mica heat insulation board"", ""Cooling method"": ""standard water cooler"", ""Safety configuration"": ""The die temperature exceeds 50 ° C, and the thermostat automatically prompts \""Pay attention to anti-hot\""."", ""Power supply"": ""220V(50Hz/60Hz)/ 110V optional"", ""Equipment power"": ""1300W"", ""Host size"": ""245x170x705mm"", ""controller size"": ""230x270x180mm"", ""Weight"": ""70Kg"", ""Configuration description"": ""The size of the control panel can be customized according to customer requirements, the column can be increased, and the temperature controller canbe optional remote control""}",20241118114156A59465197763907C 20240829140719D0B9A8CD3B07E79B 2024082914071960FBD1B765B43D52 20240829140720C98103D1AAC7991F 202408291407200C95909C5772C5F2 202408291407208FFBC11D401EA05D
프레스,20T Electric Isostatic Pressure Pellet Press,HDP-20J,http://www.henchld.com/en/20T-Electric-Isostatic-Pressure-Pellet-Press-PG4265023,6,24,1.0,"{""Instrument model"": ""HDP-20J"", ""Pressure range"": ""0.3-20.0T"", ""Cylinder diameter"": ""Φ95mm"", ""Cylinder stroke"": ""≤30mm"", ""Chamber size"": ""30x150mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Ambient temperature"": ""9°C-42°C"", ""Maximum pressure"": ""<300Mpa(500Mpa can be customized)"", ""Pressure mode"": ""electric PCB program buffer pressure/automatic precise pressure, manual pressure relief"", ""Pressure holding time"": ""unlimited time (N seconds)"", ""Display mode"": ""4.5-inch LCD touch screen/English interface can be set"", ""Setting method"": ""Touch directly modify the set value (convenient and fast)"", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Number of columns"": ""4"", ""Pressure stability"": ""≤1Mpa/10min"", ""Overall structure"": ""forging process, integrated structure (equipped with No. 68 wear-resistant hydraulic oil) as a whole into a formal structure, no pressure and no oil leakage"", ""Equipment safety"": ""program pressure mechanical failure error emergency stop function, side opening 5mm high strength plexiglass protective door, translation latch door safe and convenient"", ""Passive safety"": ""leakage protection + emergency stop switch + plexiglass shield"", ""Table diameter"": ""128mm"", ""Dimensions"": ""305x430x605mm"", ""Equipment weight"": ""123Kg"", ""Equipment power"": ""400W"", ""Power supply"": ""220V(50Hz/60Hz) 110V can be customized"", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber mold""}",2024111909090983DF0314B583A21D 2024083009245885C166BDB167A684 2024083009245817E1CC7F5A4F6A6F 2024083009245973BBB94934AA5A48 202408300924593804B5F2FE45DF26 20240830092459950B4849A5C0F46D
프레스,300°C Double Hot Plates Pellet Press,YPH-800D1/D2,http://www.henchld.com/en/300-C-Double-Hot-Plates-Pellet-Press-PG4265037,6,25,0.992,"{""Instrument model"": ""YPH-800D1/D2"", ""Pressure limit"": ""0-30T"", ""Piston diameter"": ""110mm"", ""Cylinder stroke"": ""50mm"", ""Intelligent temperature controller temperature range"": ""room temperature -800°CIntelligent temperature controller temperature"", ""control mode"": ""5 adjustable continuous"", ""temperature"": ""control - automatic temperature rise - automatic insulation - natural cooling"", ""Heating range"": ""300°CMold"", ""size"": ""180x180mm/200x200mm"", ""Effective space"": ""200x140mm"", ""Pressure and temperature control accuracy"": ""0.1T/0.1°C(can be customized to set the accuracy)"", ""Pressure holding time"": ""unlimited time (manual pressure relief)"", ""Display mode"": ""7-inch LCD touch screen/English interface can be switchedMold"", ""pressure conversion"": ""PCB control program automatically conversion display sample pressure (Mpa)"", ""Heating plate type"": ""four-column positioning insulation design, upper and lower plate heating upper plate screw suspension design/electroplated polishing panel"", ""Heating core material"": ""Aluminum heating core"", ""Heat insulation method"": ""imported mica heat insulation board"", ""Cooling method"": ""standard water cooler"", ""Safety configuration"": ""The mold temperature exceeds 50 ° C, and the thermostat automatically prompts \""Pay attention to anti-hot\""."", ""Power supply"": ""220V(50Hz/60Hz)/ 110V optional"", ""Equipment power"": ""1900W"", ""Host size"": ""450x260x725mm"", ""controller size"": ""230x270x180mm"", ""Equipment weight"": ""185Kg"", ""Configuration description"": ""The size of the control panel can be customized according to customer requirements, the column can be increased, and the temperature controller canbe optional remote control""}",202411181141372B7F102DF63FFDFA 2024082913552532D47C86C8A488C3 202408291355253E208754B46E076B 2024082913552584CA3D6CF03EA6E1 2024082913552511B63DE7A7FB1F72 20240829135525E90691D2F16AA414
프레스,300°C 100mm Double Hot Plates Pellet Press,YPH-800C,http://www.henchld.com/en/300-C-100mm-Double-Hot-Plates-Pellet-Press-PG4265035,6,25,0.992,"{""Instrument model"": ""YPH-800C"", ""Pressure limit"": ""0-24T"", ""Piston diameter"": ""95mm"", ""Cylinder stroke"": ""30mm"", ""Intelligent temperature controller temperature range"": ""room temperature -800°CIntelligent temperature controller temperature"", ""control mode"": ""5 adjustable continuous"", ""temperature"": ""control - automatic temperature rise - automatic insulation - natural cooling"", ""Heating range"": ""300°CMold"", ""size"": ""100x100mm"", ""Effective space"": ""80x140mm"", ""Pressure and temperature control accuracy"": ""0.1T/0.1°C(can be customized to set the accuracy)"", ""Pressure holding time"": ""unlimited time (manual pressure relief)"", ""Display die"": ""7-inch LCD touch screen/English interface can be switchedMold"", ""pressure conversion"": ""PCB control program automatically conversion display sample pressure (Mpa)"", ""Heating plate type"": ""four-column positioning insulation design, upper and lower plate heating upper plate screw suspension design/electroplated polishing panel"", ""Heating core material"": ""Aluminum heating core"", ""Heat insulation method"": ""imported mica heat insulation board"", ""Cooling method"": ""standard water cooler"", ""Safety configuration"": ""The die temperature exceeds 50 ° C, and the thermostat automatically prompts \""Pay attention to anti-hot\""."", ""Power supply"": ""220V(50Hz/60Hz)/ 110V optional"", ""Equipment power"": ""1300W"", ""Host size"": ""245x170x705mm"", ""controller size"": ""230x270x180mm"", ""Weight"": ""68Kg"", ""Configuration description"": ""The size of the control panel can be customized according to customer requirements, the column can be increased, and the temperature controller canbe optional remote control.""}",2024111811421351D28A8F1A11EF72 20240829141758BE3380B86F4413CD 202408291417587B67E1FB291B57A1 202408291417584D8B5E925B40C4AF 2024082914175897CBFAA970782A33 20240829141758B6558756672CF4DF
프레스,HPC-600D 300°C Hot Pellet Press,HPC-800E/F/EG/FG,http://www.henchld.com/en/HPC-600D-300-C-Hot-Pellet-Press-PG4265039,5,24,1.0,"{""Instrument model"": ""HPC-800E/F/EG/FG"", ""Pressure limit"": ""0-24T/30T"", ""Piston diameter"": ""95mm/110mm"", ""Cylinder stroke"": ""60mm"", ""Intelligent temperature controller temperature range"": ""room temperature -800°CIntelligent temperature controller temperature"", ""control mode"": ""5 adjustable continuous"", ""temperature"": ""control - automatic temperature rise - automatic insulation - natural cooling"", ""Heating range"": ""300℃/500℃Mold"", ""size"": ""300x300mm/400x400mm"", ""Valid space"": ""300x60mm/400x60mm"", ""Pressure and temperature control accuracy"": ""0.1T/0.1°C(can be customized to set the accuracy)"", ""Pressure holding time"": ""unlimited time (manual pressure relief)"", ""Display die"": ""7-inch LCD touch screen/English interface can be switchedDie"", ""pressure conversion"": ""PCB control program automatically conversion display sample pressure (Mpa)"", ""Heating plate type"": ""four-column positioning insulation design, upper and lower plate heating, upper plate screw suspension design/electroplated polishing panel"", ""Heating core material"": ""300°C aluminum heating core /500 °C copper heating core"", ""Heat insulation method"": ""imported mica heat insulation board"", ""Cooling method"": ""standard wall hanging air cooler"", ""Passive safety"": ""with leakage protection + emergency stop switch"", ""Safety configuration"": ""The mold temperature exceeds 50° C, and the thermostat automatically prompts \""Pay attention to anti-hot\""."", ""Power supply"": ""220V(50Hz/60Hz)/ 110V optional"", ""Equipment power"": ""2500W/5100WDimension: 450 x410x455mm / 560 x600x625mm"", ""Equipment weight"": ""365Kg/425Kg"", ""Configuration description"": ""The size of the control panel can be customized according to customerrequirements, the column can be increased, and the temperature controller can be optional remote control""}",202408291331361FB6F6B6244FC9D2 2024082913313650BC9719EDFE20B6 2024082913313611FD14E4340DED8B 20240829133137FEE262478CE37538 20240829133137999479B069903282
프레스,500°C Hot Pellet Press,HPC-800D1/D2/DG1/DG2,http://www.henchld.com/en/500-C-Hot-Pellet-Press-PG4265040,5,24,1.0,"{""Model"": ""HPC-800D1/D2/DG1/DG2"", ""Pressure limit"": ""0-10T"", ""Piston diameter"": ""65mm"", ""Cylinder stroke"": ""60mm"", ""Intelligent temperature controller temperature range"": ""room temperature -800°CIntelligent temperature controller temperature"", ""control mode"": ""5 adjustable continuous"", ""temperature"": ""control - automatic temperature rise - automatic insulation - natural cooling"", ""Heating range"": ""300℃/500℃"", ""Die size"": ""150x150mm/200x200mm"", ""Valid space"": ""150x60mm/200x60mm"", ""Pressure and temperature control accuracy"": ""0.1T/0.1°C(can be customized to set the accuracy)"", ""Pressure holding time"": ""unlimited time (manual pressure relief)"", ""Display die"": ""7-inch LCD touch screen/English interface can be switchedMold"", ""pressure conversion"": ""PCB control program automatically conversion display sample pressure (Mpa)"", ""Heating plate type"": ""four-column positioning insulation design, upper and lower plate heating, upper plate screw suspension design/electroplated polishing panel"", ""Heating core material"": ""300°C aluminum heating core /500 °C copper heating core"", ""Heat insulation method"": ""imported mica heat insulation board"", ""Cooling method"": ""standard wall hanging air cooler"", ""Passive safety"": ""with leakage protection + emergency stop switch"", ""Safety configuration"": ""The die temperature exceeds 50° C, and the thermostat automatically prompts \""Pay attention to anti-hot\""."", ""Power supply"": ""220V(50Hz/60Hz)/ 110V optional"", ""Equipment power"": ""1300W/1900WDimension: 300 x400x435mm / 350 x400x445mm"", ""Weight"": ""62Kg/98Kg"", ""Configuration description"": ""The size of the control panel can be customized according to customerrequirements, the column can be increased, and the temperature controller can be optional remote control""}",20240829114553EA857506569CDEB5 20240829113938A1F500E59CBD7A56 2024082911393826EFEE0FC9F2F497 2024082911393862C1562EA0E381D7 2024082911393980693CD7AB412345
