cat,name,model,url,imgs,nkv,cov,spec,ids,famx,slugx
프레스,40T Automatic Hot Pellet Press,HZT-800F,http://www.henchld.com/en/40T-Automatic-Hot-Pellet-Press-PG4265043,1,25,1.0,"{""Instrument model"": ""HZT-800F"", ""Pressure range"": ""0-40T"", ""Piston diameter"": ""130mm"", ""Cylinder stroke"": ""≤60mm"", ""Temperature control by thermostat"": ""30단 조절(연속/분할) 승온·보온·자연 냉각 · 승온속도 제어 옵션"", ""Pressure mode"": ""30단 조절(연속/분할) 압력 제어"", ""Heating range"": ""실온~300℃"", ""Die size"": ""400×400mm"", ""Valid space"": ""400×60mm"", ""Pressure and temperature control accuracy"": ""0.1T/±1℃"", ""Heat holding time"": ""무제한 · 설정 온도 도달 시 가열 정지"", ""Display mode"": ""7인치 터치 LCD · 중/영 인터페이스 전환"", ""Pressure conversion"": ""PCB 제어 프로그램이 시료 압강 환산·표시(MPa)"", ""Heating core material"": ""4주 위치결정 단열 설계 · 상하판 가열 · 상판 스크루"", ""Overall structure"": ""도금 연마 패널"", ""Heat insulation method"": ""수입 마이카 단열판"", ""Cooling method"": ""벽걸이 공랭기 기본"", ""Passive safety"": ""누전 차단 + 비상정지 스위치"", ""Safety configuration"": ""프로그램 압력·기계 압력 이상 시 오류 표시"", ""Emergency stop"": ""금형 온도 50℃ 초과 시 컨트롤러가 화상 주의 경고"", ""Completion alarm"": ""보온·보압 종료 시 알림음"", ""Power supply"": ""220V(50/60Hz) · 110V 옵션"", ""Equipment power"": ""5500W"", ""Dimensions"": ""540×560×600mm"", ""Weight"": ""400kg"", ""Control panel"": ""제어 패널 폭 확장 주문 대응"", ""Column extension"": ""온도컨트롤러 원격 제어 옵션"", ""Model"": ""HZT-800F/HZT-800FG"", ""Pressure limit"": ""0-40T"", ""Intelligent temperature controller temperature range"": ""room temperature -600°CIntelligent temperature controller temperature"", ""control mode"": ""5 adjustable continuous"", ""temperature"": ""control - automatic temperature rise - automatic insulation - natural cooling"", ""Holding time"": ""When no limit, reach the set temperature to stop heating"", ""Display die"": ""7-inch LCD touch screen/English interface can be switchedDie"", ""pressure conversion"": ""PCB control program automatically conversion display sample pressure (Mpa)"", ""Heating plate type"": ""four-column positioning insulation design, upper and lower plate heating, upper plate screw suspension design/electroplated polishing panel"", ""Configuration description"": ""The size of the control panel can be customized according to customer requirements, the column can be increased, and the temperature controller can be optional remote control""}",2024082910570530B3CBA6ABD28CE2,P6-hot,hot-pellet-press-hzt-800f
프레스,25T Automatic Hot Pellet Press,HZT-800DG/HZT-800DG2,http://www.henchld.com/en/25T-Automatic-Hot-Pellet-Press-PG4265045,6,25,1.0,"{""Instrument model"": ""HZT-800DG/HZT-800DG2"", ""Pressure range"": ""0-25T/0-10T"", ""Piston diameter"": ""95mm/65mm"", ""Cylinder stroke"": ""≤60mm"", ""Temperature control by thermostat"": ""30단 조절(연속/분할) 승온·보온·자연 냉각 · 승온속도 제어 옵션"", ""Pressure mode"": ""30단 조절(연속/분할) 압력 제어"", ""Heating range"": ""실온~500℃"", ""Die size"": ""180×180mm/200×200mm"", ""Valid space"": ""180×60mm/200×60mm"", ""Pressure and temperature control accuracy"": ""0.1T/±1℃"", ""Heat holding time"": ""무제한 · 설정 온도 도달 시 가열 정지"", ""Display mode"": ""7인치 터치 LCD · 중/영 인터페이스 전환"", ""Pressure conversion"": ""PCB 제어 프로그램이 시료 압강 환산·표시(MPa)"", ""Heating core material"": ""4주 위치결정 단열 설계 · 상하판 가열 · 상판 스크루"", ""Overall structure"": ""도금 연마 패널"", ""Heat insulation method"": ""수입 마이카 단열판"", ""Cooling method"": ""벽걸이 공랭기 기본"", ""Passive safety"": ""누전 차단 + 비상정지 스위치"", ""Safety configuration"": ""프로그램 압력·기계 압력 이상 시 오류 표시"", ""Emergency stop"": ""금형 온도 50℃ 초과 시 컨트롤러가 화상 주의 경고"", ""Power supply"": ""220V(50/60Hz) · 110V 옵션"", ""Equipment power"": ""2400W"", ""Dimensions"": ""280×420×620/360×470×620mm"", ""Weight"": ""160kg/170kg"", ""Control panel"": ""제어 패널 폭 확장 주문 대응"", ""Column extension"": ""온도컨트롤러 원격 제어 옵션"", ""Pressure limit"": ""0-25T"", ""Intelligent temperature controller temperature range"": ""room temperature -600°CIntelligent temperature controller temperature"", ""control mode"": ""5 adjustable continuous"", ""temperature"": ""control - automatic temperature rise - automatic insulation - natural cooling"", ""size"": ""180x180mm/200x200mm"", ""Holding time"": ""When no limit, reach the set temperature to stop heating"", ""pressure conversion"": ""PCB control program automatically conversion display sample pressure (Mpa)"", ""Heating plate type"": ""four-column positioning insulation design, upper and lower plate heating, upper plate screw suspension design/electroplated polishing panel"", ""Configuration description"": ""The size of the control panel can be customized according to customer requirements, the column can be increased, and the temperature controller can be optional remote control""}",202408281500066913662073ACB19B 2024082815000648172982B4B461C6 20240828150006E0777A95AE137EC3 20240828150007B5E63BC54C743989 20240828150007C61961ACE6200FB4 2024082815000760D7CFA4CEC25D1E,P6-hot,hot-pellet-press-hzt-800dg
프레스,30T Automatic Hot Pellet Press,HZT-800E,http://www.henchld.com/en/30T-Automatic-Hot-Pellet-Press-PG4265044,6,25,1.0,"{""Instrument model"": ""HZT-800E"", ""Pressure range"": ""0-30T"", ""Piston diameter"": ""110mm"", ""Cylinder stroke"": ""≤60mm"", ""Temperature control by thermostat"": ""30단 조절(연속/분할) 승온·보온·자연 냉각 · 승온속도 제어 옵션"", ""Pressure mode"": ""30단 조절(연속/분할) 압력 제어"", ""Heating range"": ""300℃"", ""Die size"": ""300×300mm"", ""Valid space"": ""300×60mm"", ""Pressure and temperature control accuracy"": ""0.1T/±1℃"", ""Heat holding time"": ""무제한 · 설정 온도 도달 시 가열 정지"", ""Display mode"": ""7인치 터치 LCD · 중/영 인터페이스 전환"", ""Pressure conversion"": ""PCB 제어 프로그램이 시료 압강 환산·표시(MPa)"", ""Heating core material"": ""4주 위치결정 단열 설계 · 상하판 가열 · 상판 스크루"", ""Overall structure"": ""도금 연마 패널"", ""Heat insulation method"": ""수입 마이카 단열판"", ""Cooling method"": ""벽걸이 공랭기 기본"", ""Passive safety"": ""누전 차단 + 비상정지 스위치"", ""Safety configuration"": ""프로그램·기계 이상 시 오류 표시"", ""Emergency stop"": ""금형 온도 50℃ 초과 시 컨트롤러가 화상 주의 경고"", ""Completion alarm"": ""보온·보압 종료 시 알림음"", ""Power supply"": ""220V(50/60Hz) · 110V 옵션"", ""Equipment power"": ""4500W"", ""Dimensions"": ""440×460×600mm"", ""Weight"": ""290kg"", ""Control panel"": ""제어 패널 폭 확장 주문 대응"", ""Column extension"": ""온도컨트롤러 원격 제어 옵션"", ""Pressure limit"": ""0-30T"", ""Intelligent temperature controller temperature range"": ""room temperature -600°CIntelligent temperature controller temperature"", ""control mode"": ""5 adjustable continuous"", ""temperature"": ""control - automatic temperature rise - automatic insulation - natural cooling"", ""Holding time"": ""When no limit, reach the set temperature to stop heating"", ""Display die"": ""7-inch LCD touch screen/English interface can be switchedDie"", ""pressure conversion"": ""PCB control program automatically conversion display sample pressure (Mpa)"", ""Heating plate type"": ""four-column positioning insulation design, upper and lower plate heating, upper plate screw suspension design/electroplated polishing panel"", ""Configuration description"": ""The size of the control panel can be customized according to customer requirements, the column can be increased, and the temperature controller can be optional remote control""}",20240829105211509E98F1060E9E83 20240829105212ED14CFF438B01FD8 202408291052124BF593F11B2F8CB0 2024082910521265EA0D4AE146A485 202408291052122396CAFB0926406D 20240829105213A5918B69CCE5627E,P6-hot,hot-pellet-press-hzt-800e
프레스,25T Automatic Hot Pellet Press,HZT-800D1/HZT-800D2,http://www.henchld.com/en/25T-Automatic-Hot-Pellet-Press-PG4265046,6,24,1.0,"{""Instrument model"": ""HZT-800D1/HZT-800D2"", ""Pressure range"": ""0-25T/0-10T"", ""Piston diameter"": ""95mm/65mm"", ""Cylinder stroke"": ""≤60mm"", ""Temperature control by thermostat"": ""30단 조절(연속/분할) 승온·보온·자연 냉각 · 승온속도 제어 옵션"", ""Pressure mode"": ""30단 조절(연속/분할) 압력 제어"", ""Heating range"": ""실온~300℃"", ""Die size"": ""180×180mm/200×200mm"", ""Valid space"": ""180×60mm/200×60mm"", ""Pressure and temperature control accuracy"": ""0.1T/±1℃"", ""Heat holding time"": ""무제한 · 설정 온도 도달 시 가열 정지"", ""Display mode"": ""7인치 터치 LCD · 중/영 인터페이스 전환"", ""Pressure conversion"": ""PCB 제어 프로그램이 시료 압강 환산·표시(MPa)"", ""Heating core material"": ""4주 위치결정 단열 설계 · 상하판 가열 · 상판 스크루"", ""Overall structure"": ""도금 연마 패널"", ""Heat insulation method"": ""수입 마이카 단열판"", ""Cooling method"": ""벽걸이 공랭기 기본"", ""Passive safety"": ""누전 차단 + 비상정지 스위치"", ""Safety configuration"": ""프로그램 압력·기계 압력 이상 시 오류 표시"", ""Emergency stop"": ""금형 온도 50℃ 초과 시 컨트롤러가 화상 주의 경고"", ""Power supply"": ""220V(50/60Hz) · 110V 옵션"", ""Equipment power"": ""2400W"", ""Dimensions"": ""360×470×600mm"", ""Weight"": ""155kg/160kg"", ""Control panel"": ""제어 패널 폭 확장 주문 대응"", ""Column extension"": ""온도컨트롤러 원격 제어 옵션"", ""Model"": ""HZT-800D1/HZT-800D2"", ""Intelligent temperature controller temperature range"": ""room temperature -600°CIntelligent temperature controller temperature"", ""control mode"": ""5 adjustable continuous"", ""temperature"": ""control - automatic temperature rise - automatic insulation - natural cooling"", ""Holding time"": ""When no limit, reach the set temperature to stop heating"", ""pressure conversion"": ""PCB control program automatically conversion display sample pressure (Mpa)"", ""Heating plate type"": ""four-column positioning insulation design, upper and lower plate heating, upper plate screw suspension design/electroplated polishing panel"", ""Configuration description"": ""The size of the control panel can be customized according to customer requirements, the column can be increased, and the temperature controller can be optional remote control""}",2024082814574907D93915F0ABD5F5 2024082814574932617903C78A59E0 202408281457493705E1850F3E74E3 202408281457494771A1FE3E729945 20240828145750CC85CCDB117008E8 20240828145750CDAA13EB8339BE04,P6-hot,hot-pellet-press-hzt-800d
다이/몰드,Φ2mmΦ3mmΦ4mmΦ5mmΦ6mm Cylindrical Dies,HMY-A,http://www.henchld.com/en/2mm-3mm-4mm-5mm-6mm-Cylindrical-Dies-PG4265049,6,7,1.0,"{""Instrument model"": ""HMY-A"", ""Material"": ""9Cr18"", ""Sample size"": ""Φ2 · Φ3 · Φ4 · Φ5 · Φ6m"", ""Cavity depth"": ""20mm"", ""Dimensions"": ""Φ43×83(L×H)"", ""Weight"": ""0.6kg"", ""Model"": ""HMY""}",20250327114520F951B7526100C29B 20240828142802D680FAB500AE3B5F 2024082814280272337DF9B0571EB8 202408281428029B463669D1E65228 20240828142803D0D6094DFDEDA8CC 2024082814280394FFD5162503D365,D1-cylindrical,cylindrical-die-hmy-3-6
다이/몰드,Φ11mmΦ12mmΦ13mmΦ14mm Cylindrical Dies,HMY-B,http://www.henchld.com/en/11mm-12mm-13mm-14mm-Cylindrical-Dies-PG4265051,6,7,1.0,"{""Instrument model"": ""HMY-B"", ""Material"": ""9Cr18"", ""Sample size"": ""Φ7 · Φ8 · Φ9 · Φ10 · Φ11 · Φ12 · Φ12.7 · Φ13 · Φ14mm"", ""Cavity depth"": ""30mm"", ""Dimensions"": ""Φ43×100(L×H)"", ""Weight"": ""0.8kg"", ""Model"": ""HMY""}",202503271146164985735C7251B687 20240828141943DE187DD4599B0B79 2024082814194376D4A12F3B497064 202408281419437CA768D93AADD83A 20240828141944A35AD03ED5ECE95B 2024082814194476297E312129A764,D1-cylindrical,cylindrical-die-hmy-11-14
다이/몰드,Φ15mmΦ16mmΦ17mmΦ18mmΦ19mm Cylindrical Dies,HMY-C,http://www.henchld.com/en/15mm-16mm-17mm-18mm-19mm-Cylindrical-Dies-PG4265052,6,7,1.0,"{""Instrument model"": ""HMY-C"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""Φ15 · Φ16 · Φ17 · Φ18 · Φ19 · Φ20 · Φ21 · Φ22 · Φ23 · Φ24 · Φ25mm"", ""Cavity depth"": ""40mm"", ""Dimensions"": ""Φ53×130mm(L×H)"", ""Weight"": ""1.4kg"", ""Model"": ""HMY""}",20250327114640D8512E2A086C92A2 20240828141526FE92CE016D2D2155 202408281415268704C1EFFDB635F2 202408281415261FB867D0E6B154B8 20240828141526002468285A4D6F41 202408281415261FBDFF3007115D55,D1-cylindrical,cylindrical-die-hmy-15-19
다이/몰드,Solid state battery mold set,HMN-PG,http://www.henchld.com/en/Solid-state-battery-mold-set-PG10210447,6,8,1.0,"{""Material"": ""HMN-PGPEEK"", ""Dimensions"": ""Φ100×130mm(D×H)"", ""Instrument model"": ""HMN-PG"", ""Shelf material"": ""304 Stainless steel"", ""Indenter material"": ""3Cr13 Stainless steel"", ""Sample size"": ""Φ8、10、12、12.7、13、20mm"", ""Die size"": ""50x90mm"", ""Weight"": ""2.5Kg""}",202409021416544055AE16117BB02D 2024090214165406F82AD6E29E9DCA 202409021416542B87E40328E1065E 20240902141655E5E0AD74F4EC4081 20240902141655DF63A3DF012B81A6 20240902141655CE9496124E765249,D7-cellmold,button-cell-die-solid-state-hmn-pg
다이/몰드,Φ7mmΦ8mmΦ9mmΦ10mm Cylindrical Dies,HMY-B,http://www.henchld.com/en/7mm-8mm-9mm-10mm-Cylindrical-Dies-PG4265050,6,7,1.0,"{""Instrument model"": ""HMY-B"", ""Material"": ""9Cr18"", ""Sample size"": ""Φ7 · Φ8 · Φ9 · Φ10 · Φ11 · Φ12 · Φ12.7 · Φ13 · Φ14mm"", ""Cavity depth"": ""30mm"", ""Dimensions"": ""Φ43×100(L×H)"", ""Weight"": ""0.8kg"", ""Model"": ""HMY""}",20250327114545765B73DA1ED7A28E 20240828142641C2F338BB40FFC6E4 20240828142641FA0F4979EAF248B5 2024082814264105B76A5B96D55FB5 20240828142641B827B3A285499AD7 202408281426417277BA1E26090229,D1-cylindrical,cylindrical-die-hmy-7-10
다이/몰드,Φ31mmΦ32mmΦ33mmΦ34mmΦ35mm Cylindrical Dies,HMY-D,http://www.henchld.com/en/31mm-32mm-33mm-34mm-35mm-Cylindrical-Dies-PG4265055,6,7,1.0,"{""Instrument model"": ""HMY-D"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""Φ26 · Φ27 · Φ28 · Φ30 · Φ32 · Φ33 · Φ35 · Φ37 · Φ38 · Φ39 · Φ40mm"", ""Cavity depth"": ""45mm"", ""Dimensions"": ""Φ73×140(L×H)"", ""Weight"": ""3.2kg"", ""Model"": ""HMY""}",20240828140626CBF223E4672057E7 202408281406267F69F8B7BD33E28B 202408281406265DA6C5C306197106 2024082814062634D789F196FDEF8E 20240828140626DB9B0ACC0247B22E 20240828140626A327E1A260E4BC30,D1-cylindrical,cylindrical-die-hmy-31-35
다이/몰드,Φ36mmΦ37mmΦ38mmΦ39mmΦ40mm Cylindrical Dies,HMY-D,http://www.henchld.com/en/36mm-37mm-38mm-39mm-40mm-Cylindrical-Dies-PG4265056,6,7,1.0,"{""Instrument model"": ""HMY-D"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""Φ26 · Φ27 · Φ28 · Φ30 · Φ32 · Φ33 · Φ35 · Φ37 · Φ38 · Φ39 · Φ40mm"", ""Cavity depth"": ""45mm"", ""Dimensions"": ""Φ73×140(L×H)"", ""Weight"": ""3.2kg"", ""Model"": ""HMY""}",20240828140428C2C0A4937D8245EA 20240828140428E01E63AC2FAC6202 2024082814042805365181E20918B0 20240828140428346900EC46363ABC 20240828140428500CBFB69E507AF3 202408281404289BE6C6AA9E924703,D1-cylindrical,cylindrical-die-hmy-36-40
다이/몰드,Φ26mmΦ27mmΦ28mmΦ29mmΦ30mm Cylindrical Dies,HMY-D,http://www.henchld.com/en/26mm-27mm-28mm-29mm-30mm-Cylindrical-Dies-PG4265054,6,7,1.0,"{""Instrument model"": ""HMY-D"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""Φ26 · Φ27 · Φ28 · Φ30 · Φ32 · Φ33 · Φ35 · Φ37 · Φ38 · Φ39 · Φ40mm"", ""Cavity depth"": ""45mm"", ""Dimensions"": ""Φ73×140(L×H)"", ""Weight"": ""3.2kg"", ""Model"": ""HMY""}",202503271147314115DE6E6A0A1271 20240828140746C8E0BC31AD669923 2024082814074728F56CA10B1BB518 20240828140747B6C7513967004C7D 20240828140748628A3F29A056E231 202408281407488C7FC8159C928AD1,D1-cylindrical,cylindrical-die-hmy-26-30
다이/몰드,Φ20mmΦ21mmΦ22mmΦ23mmΦ24mmΦ25mm Cylindrical Dies,HMY-C,http://www.henchld.com/en/20mm-21mm-22mm-23mm-24mm-25mm-Cylindrical-Dies-PG4265053,6,7,1.0,"{""Instrument model"": ""HMY-C"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""Φ15 · Φ16 · Φ17 · Φ18 · Φ19 · Φ20 · Φ21 · Φ22 · Φ23 · Φ24 · Φ25mm"", ""Cavity depth"": ""40mm"", ""Dimensions"": ""Φ53×130mm(L×H)"", ""Weight"": ""1.4kg"", ""Model"": ""HMY""}",20250327114704088D6B2749560C4A 20240828141232B92208308D2726F9 2024082814123261EDF1A5E8F7A52D 2024082814123202DEFE39109DB2B5 20240828141232BB2AA6D385836C30 20240828141232E1C184AF1BD4CA2C,D1-cylindrical,cylindrical-die-hmy-20-25
다이/몰드,Φ41-Φ70mm Cylindrical Dies,HMY-E,http://www.henchld.com/en/41-70mm-Cylindrical-Dies-PG4265057,6,7,1.0,"{""Instrument model"": ""HMY-E"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""Φ50 · Φ60 · Φ70mm"", ""Dimensions"": ""Φ68×160(L×H)Φ78×188(L×H)Φ88×188(L×H)"", ""Weight"": ""5kg · 7.3kg · 9kg"", ""Model"": ""HMY"", ""Cavity depth"": ""55、60、65mm(N)""}",2024082814005089E0143F1FBCF525 20240828140050D4422758C0E022AA 202408281400501E2DE54ECB890C2B 20240828140051BFB8B81A64988621 20240828140051A357BCD0A463C03F 202408281400512CA6E205A5030944,D1-cylindrical,cylindrical-die-hmy-41-70
다이/몰드,Φ71-Φ100mm Cylindrical Dies,HMY-F,http://www.henchld.com/en/71-100mm-Cylindrical-Dies-PG4265058,6,7,1.0,"{""Instrument model"": ""HMY-F"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""Φ80 · Φ90 · Φ100mm"", ""Dimensions"": ""Φ98×188mm(L×H)Φ118×188mm(L×H)Φ118×188mm(L×H)"", ""Weight"": ""11.5kg · 14kg · 20kg"", ""Model"": ""HMY"", ""Cavity depth"": ""65mm(N)""}",20240828135641E203EC8875A7E99B 20240828135641D00AE2B0D44B356B 20240828135641C4F052939F11B1DB 20240828135642CC17653A8769A62E 2024082813564241E02CC64C702366 2024082813564249385F2CFFA1B3CD,D1-cylindrical,cylindrical-die-hmy-71-100
다이/몰드,3-10mm Square Dies,HMF-A,http://www.henchld.com/en/3-10mm-Square-Dies-PG4265060,7,7,1.0,"{""Instrument model"": ""HMF-A"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""3×3 · 4×4 · 5×5 · 6×6 · 8×8 · 10×10"", ""Cavity depth"": ""20mm"", ""Dimensions"": ""Φ43×93mm(L×N)"", ""Weight"": ""0.8kg"", ""Model"": ""HMF""}",20240828104356123528817D7AAB1D 20240828104356F53F31E2EDD47965 20240828104357E0ADB8222191C2C5 20240828104357DA5992BD2803F87F 202408281043572E0B409A30AFAD06 20240828104357E5B418BACC6D7226 20240828104357C88C9EDBFC9A6939,D3-square,square-die-hmf-3-10
다이/몰드,11-20mm Square Dies,HMF-B,http://www.henchld.com/en/11-20mm-Square-Dies-PG4265061,7,7,1.0,"{""Instrument model"": ""HMF-B"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""12×12 · 15×15 · 18×18 · 20×20"", ""Cavity depth"": ""30mm"", ""Dimensions"": ""Φ53×120mm(L×N)"", ""Weight"": ""1.4kg"", ""Model"": ""HMF""}",202408281041024EE157630ED6A5B3 20240828104102C5558DE7C60F1278 20240828104103EF74B011A1736B12 2024082810410388EBA19D8224C06F 202408281041039352BCF8887DD354 202408281041039D554DBAA29F7351 20240828104104136BF1979A75EED8,D3-square,square-die-hmf-11-20
다이/몰드,Φ101-Φ150mm Cylindrical Dies,HMY-G,http://www.henchld.com/en/101-150mm-Cylindrical-Dies-PG4265059,7,7,1.0,"{""Instrument model"": ""HMY-G"", ""Material"": ""3Cr13"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""Φ120 · Φ150mm"", ""Cavity depth"": ""60mm"", ""Model"": ""HMY"", ""Dimensions"": ""Φ168×180mm、Φ218×180mm(L×N)"", ""Weight"": ""30Kg、40Kg""}",202408281354160F023BA7B6545974 20240828135416A04699AF09684678 20240828135417E9D6E9B604A4353A 202408281354175C01E7093E2BCA2F 2024082813541719AD8F6B9BAFBB53 20240828135417B97693C03A976692 20240828135417C7A29375229479FE,D1-cylindrical,cylindrical-die-hmy-101-150
다이/몰드,71-100mm Square Dies,HMF-G,http://www.henchld.com/en/71-100mm-Square-Dies-PG4265064,7,7,1.0,"{""Instrument model"": ""HMF-G"", ""Indenter hardness"": ""HRC58"", ""Material"": ""9Cr18"", ""Sample size"": ""장변 81 - 150mm"", ""Cavity depth"": ""60mm"", ""Dimensions"": ""160×140mm(L×H)"", ""Weight"": ""20kg"", ""Model"": ""HMF""}",20240828095212B33D87FE6271FA09 2024082809521378DAACA9EAE21286 20240828095213F22FAB23EFDA1459 2024082809521375FA9F37203D36B8 20240828095213FE7C480AE88A19C1 20240828095214F16B95D5E8026122 20240828095214B30F3CAA6A60D52D,D3-square,square-die-hmf-71-100
다이/몰드,41-70mm Square Dies,HMF-E,http://www.henchld.com/en/41-70mm-Square-Dies-PG4265063,7,7,1.0,"{""Instrument model"": ""HMF-E"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""50×50 · 60×60 · 70×70mm"", ""Cavity depth"": ""55 · 60 · 65mm"", ""Dimensions"": ""Φ88×150mm · Φ118×180mm · Φ138×180mm(L×N)"", ""Weight"": ""8kg"", ""Model"": ""HMF""}",2024082810340304167B34EA185DFC 202408281034035F2B58192B4DD0C7 20240828103403E55B5FE847C37DFC 202408281034038212A106A15CD425 202408281034042CA9CFC3E3538FFD 20240828103404805846CFF2711770 202408281034044F77070AF24874F1,D3-square,square-die-hmf-41-70
다이/몰드,Φ11-Φ20mm Cylindrical Opening Dies,HMK-YB,http://www.henchld.com/en/11-20mm-Cylindrical-Opening-Dies-PG4265066,7,7,1.0,"{""Instrument model"": ""HMK-YB"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""Φ12 · Φ13 · Φ15 · Φ18 · Φ20mm"", ""Cavity depth"": ""40mm"", ""Dimensions"": ""Φ53×120mm(L×N)"", ""Weight"": ""5kg"", ""Model"": ""HMK-Y""}",2024082809440189072F2F73252BB9 2024082809440175DC758CCCBA586D 2024082809440104F952ACF902FBBE 202408280944023F54E701B3875BAA 20240828094402E1555D00CB8C2B39 202408280944026F1909BEE3999FB8 202408280944024F86AD740B205710,D2-opening,opening-die-hmk-y-11-20
다이/몰드,Φ3-Φ10mm Cylindrical Opening Dies,HMK-YA,http://www.henchld.com/en/3-10mm-Cylindrical-Opening-Dies-PG4265065,7,7,1.0,"{""Instrument model"": ""HMK-YA"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""Φ3 · Φ4 · Φ5 · Φ6 · Φ8 · Φ10mm"", ""Cavity depth"": ""30mm"", ""Dimensions"": ""Φ43×93mm(L×N)"", ""Weight"": ""2kg"", ""Model"": ""HMK-Y""}",202408280947023BDC08BC89EF442F 20240828094702818AD665F813FD58 20240828094702FC711A490DE667B8 20240828094702EEEA9BAD8880B0B6 20240828094702579F432A68342896 20240828094703B5D099C6E6B12CCA 202408280947031DC1843C4ECF6770,D2-opening,opening-die-hmk-y-3-10
다이/몰드,21-40mm Square Dies,HMF-C,http://www.henchld.com/en/21-40mm-Square-Dies-PG4265062,7,7,1.0,"{""Instrument model"": ""HMF-C"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""22×22 · 25×25 · 30×30"", ""Cavity depth"": ""40mm"", ""Dimensions"": ""Φ73×133mm(L×N)"", ""Weight"": ""3.2kg"", ""Model"": ""HMF""}",20240828103834EBC3C2E577C37950 202408281038353B08841CC8D152A6 202408281038356664A2F96BE903ED 2024082810383510CC9057BD514E74 2024082810383547FEE11C3FFDD2C9 2024082810383584819080ED8D3123 20240828103835D94124C9B3691311,D3-square,square-die-hmf-21-40
다이/몰드,21-40mm Square Opening Dies,HMK-FC,http://www.henchld.com/en/21-40mm-Square-Opening-Dies-PG4265072,7,7,1.0,"{""Instrument model"": ""HMK-FC"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""Φ30×30 · Φ40×40"", ""Cavity depth"": ""50mm"", ""Dimensions"": ""Φ95×133mm · Φ115×133mm(L×N)"", ""Weight"": ""5kg"", ""Model"": ""HMK-F""}",202408280923474F05BF94ABB44E74 20240828092348CAEFACE63B0855F8 20240828092349EFBB5860968A5FB3 2024082809234934CF9ED591278D4A 20240828092349BEE2F59EFBEADA1E 202408280923499FF33F726441A563 202408280923491CB225D22BB73B03,D2-opening,opening-die-hmk-f-21-40
다이/몰드,11-20mm Square Opening Dies,HMK-FB,http://www.henchld.com/en/11-20mm-Square-Opening-Dies-PG4265071,7,7,1.0,"{""Instrument model"": ""HMK-FB"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""12×12 · 15×15 · 16×16 · 18×18 · 20×20"", ""Cavity depth"": ""40mm"", ""Dimensions"": ""Φ73×133mm(L×N)"", ""Weight"": ""3kg"", ""Model"": ""HMK-F""}",20240828092641777792893EC8174A 202408280926411EF0F18E63184354 20240828092642B4298A4A924FFD52 20240828092642AAAC86C4EB7B1F79 202408280926429907DB82278B1B7D 202408280926428D60B017C1D4F0F7 202408280926421A650F20E78073AA,D2-opening,opening-die-hmk-f-11-20
다이/몰드,Φ61-Φ80mm Cylindrical Opening Dies,HMK-YE,http://www.henchld.com/en/61-80mm-Cylindrical-Opening-Dies-PG4265069,7,7,1.0,"{""Instrument model"": ""HMK-YE"", ""Material"": ""9Cr18"", ""Indenter hardness"": ""HRC58"", ""Sample size"": ""Φ70 · Φ80mm"", ""Cavity depth"": ""60mm"", ""Dimensions"": ""Φ153×180mm · Φ180×180mm(L×N)"", ""Weight"": ""20kg"", ""Model"": ""HMK-Y""}",202408280933494E2C3D8757A8BCBD 202408280933499B8F63969AC1416A 20240828093350B91DECEAC08A37D2 20240828093350EF41005BD3365208 202408280933503AED09D90545BE55 20240828093350A41A4B3A05BC926B 202408280933502977CEC7C28C6BE6,D2-opening,opening-die-hmk-y-61-80
